"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098739","GO:0098739","import across plasma membrane","50/1935","218/18860",0.229357798165138,2.23549771234858,6.20382326118313,3.58744531966193e-08,6.65991864988852e-06,5.34157817545588e-06,"SLC6A6/SLC39A10/KCNJ15/SLC36A1/SLC7A1/TRPV3/NTSR1/SLC7A11/SLC17A8/CACNA1C/SLC6A20/SLC2A5/SLC47A1/SLC7A5/LRRC8E/ATP1B2/SLC38A5/SLC22A4/CACNA1D/SLC2A1/KCNK9/SLC5A6/P2RX1/TRPV6/HCN1/AQP8/KCNH2/SLC1A1/SLC8A3/PCSK9/MS4A1/ATP12A/SLC9A2/SLC39A12/ATP1A2/ABCC8/ANK2/NALF2/KCNE2/LCN2/SLC6A14/TRPV4/TRPV1/SCNN1G/RGS4/SLC22A2/CACNA1A/SCNN1B/SLC9A3/SLC30A8",50
"GO:0046887","GO:0046887","positive regulation of hormone secretion","40/1935","157/18860",0.254777070063694,2.4832535097681,6.31022798284076,3.99458909149839e-08,7.18401881924163e-06,5.76193196257251e-06,"INHBA/PDX1/SOX11/F2RL2/SOX4/APLN/TFR2/SPP1/NMU/BLK/HCAR2/NNAT/VSNL1/NMB/FFAR2/PRKCB/P2RY1/BMP6/EDN3/INHBB/PLCB1/KISS1/RASL10B/NR1H4/UCN3/ABCC8/GCG/DRD2/GPER1/CYP19A1/TNFSF11/GPLD1/MLXIPL/ECRG4/FFAR1/GAL/GALR1/GRP/LEP/SLC30A8",40
"GO:0048732","GO:0048732","gland development","84/1935","454/18860",0.185022026431718,1.80336714134481,5.85865276181431,5.83128374082322e-08,1.01694054328599e-05,8.15635700271446e-06,"SULF1/WNT2/EDNRA/PDX1/TG/STRA6/WNT5A/TNC/ACAT1/MSX2/SIX4/APLN/IL6/MET/NME1/ITGA2/LEF1/CEBPB/SOX9/CRIPTO/SIX1/WNT7B/ALDH1A3/SERPINB5/BRCA2/VEGFA/SLC7A5/IQGAP3/HOXD3/BMP2/BCL2/NOTCH4/SLC22A4/INSM1/E2F7/MMP2/TCF21/SERPINE2/WT1/BMP7/LAMA1/ALOX15B/GDF7/FLT3/PCK1/HMGCS2/AURKA/PCSK9/CLDN1/SHH/AREG/WNT11/UGT1A10/CDKN2A/UGT1A8/NTN1/OXTR/EPHB3/INHBB/NEURL1/ASCL1/IGFBP5/PTN/HPN/ESR1/CPS1/SALL1/DRD2/MESP1/CEACAM1/SLC29A1/CYP19A1/NODAL/TNFSF11/WNT3/NKX2-3/TGFB2/FGFR2/UGT1A7/CAV3/UGT1A9/OTC/WNT1/ELF5",84
"GO:0061333","GO:0061333","renal tubule morphogenesis","26/1935","81/18860",0.320987654320988,3.12859284780043,6.49133994483793,6.80667554233393e-08,1.15212993370976e-05,9.24064156443786e-06,"KIF26B/TACSTD2/SIX4/LGR5/COL4A1/SOX9/SIX1/MYC/VEGFA/BMP2/AGT/BCL2/HES5/TCF21/WT1/SHH/WNT11/FGF1/CITED1/IRX3/SALL1/IRX2/ADAMTS16/FOXD1/TMEM59L/WNT1",26
"GO:0097529","GO:0097529","myeloid leukocyte migration","52/1935","237/18860",0.219409282700422,2.13853182001548,5.96389516273355,9.00953266963554e-08,1.48142458610721e-05,1.18817445883765e-05,"TREM1/CXCL8/MMP14/IL1B/TNFAIP6/STAP1/CNN2/IL6/IL6R/FPR2/CXCL5/CXCL3/CCL5/IL23A/THBS4/CXCL6/S100A9/CXCL12/PGF/VEGFA/CCL23/S100A8/CXCR2/SERPINE1/IL17A/MMP2/P2RY12/PDGFB/CXCR1/CXCL17/PDGFD/CSF3R/CCR2/KIT/DPEP1/PPBP/CCL24/EDN3/VEGFD/CD200R1/PLCB1/CXCL13/TRIM55/EDN2/PF4/TRPV4/CYP19A1/TNFSF11/MMP28/CCL7/TGFB2/MCOLN2",52
"GO:0072080","GO:0072080","nephron tubule development","29/1935","99/18860",0.292929292929293,2.85511445201368,6.2574269827499,1.16426117574819e-07,1.86120085178634e-05,1.49277346656602e-05,"KIF26B/ACAT1/TACSTD2/SIX4/SOX9/SIX1/WNT7B/MYC/VEGFA/BMP2/AGT/BCL2/HEYL/HES5/TCF21/WT1/CALB1/SHH/WNT11/FGF1/CITED1/IRX3/SALL1/IRX2/ADAMTS16/FOXD1/POU3F3/TMEM59L/WNT1",29
"GO:0050886","GO:0050886","endocrine process","30/1935","105/18860",0.285714285714286,2.78479143595423,6.20096192816714,1.30805276283294e-07,2.00325233921709e-05,1.60670565777437e-05,"INHBA/ANPEP/CORIN/F2R/IL1B/APLN/SPP1/CRHBP/HCAR2/AGT/NOS3/KCNK9/TRPV6/PCSK5/BMP6/OXTR/AVPR1B/EDN3/INHBB/KISS1/RASL10B/HSD11B2/EDN2/MME/CYP19A1/FOXD1/ECRG4/GAL/GALR1/LEP",30
"GO:0072009","GO:0072009","nephron epithelium development","33/1935","122/18860",0.270491803278689,2.63642140043208,6.13124858745956,1.32273829522588e-07,2.00325233921709e-05,1.60670565777437e-05,"KIF26B/EDNRA/PODXL/ACAT1/TACSTD2/SIX4/SOX9/SIX1/WNT7B/MYC/VEGFA/BMP2/AGT/BCL2/HEYL/HES5/TCF21/WT1/CALB1/SHH/WNT11/FGF1/ADIPOQ/CITED1/IRX3/SALL1/IRX2/ADAMTS16/FOXD1/POU3F3/FOXC2/TMEM59L/WNT1",33
"GO:0046942","GO:0046942","carboxylic acid transport","69/1935","356/18860",0.193820224719101,1.88912115669367,5.72649135988272,1.4509034613918e-07,2.14101267187432e-05,1.71719613446776e-05,"SLC6A6/SLC11A1/SLCO4A1/ABCG2/TTYH3/F2R/IL1B/SLC36A1/SLC7A1/ABCC2/NTSR1/SLC7A11/SLC27A6/SLC17A8/ABCB11/SLC26A2/SLC6A20/SLC47A1/SLC22A3/SLC7A5/SLC23A1/LRRC8E/SLC13A3/NMB/SLC38A5/SLC22A4/SLC2A1/SLC5A6/PTGS2/SLC51B/SLC1A1/PLA2G2D/SLC17A7/ABCD2/FOLR2/SLC26A3/FABP1/FABP6/SLC7A5P1/ERFE/AVPR1B/PIANP/CLDN2/ATP1A2/NR1H4/ABCC8/DRD2/FABP4/SLC6A14/CEACAM1/FABP2/SLC16A9/CRABP2/SLC5A8/FOLR1/SLC10A2/TNFSF11/AKR1C4/RGS4/SLC22A2/KCNK2/SLC1A7/SLCO1A2/CRABP1/SLC3A1/SLC51A/SLC10A1/RBP1/LEP",69
"GO:0015849","GO:0015849","organic acid transport","69/1935","357/18860",0.19327731092437,1.88382950079256,5.70055320473543,1.62180731268796e-07,2.3333752711298e-05,1.87148028056229e-05,"SLC6A6/SLC11A1/SLCO4A1/ABCG2/TTYH3/F2R/IL1B/SLC36A1/SLC7A1/ABCC2/NTSR1/SLC7A11/SLC27A6/SLC17A8/ABCB11/SLC26A2/SLC6A20/SLC47A1/SLC22A3/SLC7A5/SLC23A1/LRRC8E/SLC13A3/NMB/SLC38A5/SLC22A4/SLC2A1/SLC5A6/PTGS2/SLC51B/SLC1A1/PLA2G2D/SLC17A7/ABCD2/FOLR2/SLC26A3/FABP1/FABP6/SLC7A5P1/ERFE/AVPR1B/PIANP/CLDN2/ATP1A2/NR1H4/ABCC8/DRD2/FABP4/SLC6A14/CEACAM1/FABP2/SLC16A9/CRABP2/SLC5A8/FOLR1/SLC10A2/TNFSF11/AKR1C4/RGS4/SLC22A2/KCNK2/SLC1A7/SLCO1A2/CRABP1/SLC3A1/SLC51A/SLC10A1/RBP1/LEP",69
"GO:0001704","GO:0001704","formation of primary germ layer","35/1935","135/18860",0.259259259259259,2.52694037706958,6.02023614203236,1.74439481402035e-07,2.4485346718749e-05,1.96384371231816e-05,"COL11A1/INHBA/COL8A1/COL5A2/MMP14/COL12A1/DUSP4/COL7A1/WNT5A/APELA/COL5A1/SNAI1/ITGA2/LEF1/MMP8/KLF4/ITGA8/MMP2/BMP7/MMP9/TBX20/WNT11/COL4A2/MIXL1/HAND1/MESP1/TLX2/NODAL/WNT3/DKK1/FN1/FGFR2/ITGA5/FOXC2/ELF5",35
"GO:0019722","GO:0019722","calcium-mediated signaling","52/1935","242/18860",0.214876033057851,2.09434727827963,5.79337723426744,1.82345270400765e-07,2.49856435989619e-05,2.0039699516475e-05,"CXCL8/SPHK1/FPR2/SELE/PDGFRB/GRIN2D/ACKR2/GRIN2B/LMCD1/CACNA1C/PLCG2/PTGDR2/PLCE1/CXCR2/CD3E/TRAT1/CCR8/FCGR3A/TBC1D10C/P2RY12/ZAP70/CD22/TNNI3/P2RX1/PCP4/CXCR1/JPH1/HOMER2/GSTM2/RYR1/GRIN2A/CHP2/RCAN2/CCR2/CXCR5/GRIA3/P2RX2/ATP1A2/ANK2/CCR3/EDN2/BHLHA15/CCR9/TRPV1/RYR2/CCL20/TNFSF11/TMEM100/CALML3/DEFB1/JPH4/MCOLN2",52
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","40/1935","166/18860",0.240963855421687,2.34861928333489,5.90102923555082,2.03332634583985e-07,2.72134723728101e-05,2.182652638068e-05,"EDNRA/F2R/FPR1/FPR2/ADCY5/ACKR2/CACNA1C/NMU/CXCR2/CCR8/BCL2/NMB/P2RY4/CD55/CXCR1/JPH1/SLC8A3/RIC3/PROK2/P2RY1/CCR2/CXCR5/AVPR1B/P2RX2/ESR1/ADRA1A/IL2/CXCL13/CCR3/GPER1/KNG1/CCR9/TRPV4/RYR2/PTGDR/CACNA1A/FFAR1/CAV3/JPH4/GALR1",40
"GO:0001890","GO:0001890","placenta development","39/1935","160/18860",0.24375,2.37577519379845,5.90911087452447,2.08379012016108e-07,2.72550275943796e-05,2.18598556863788e-05,"MDFI/WNT2/STC1/FOSL1/APELA/SNAI1/LEF1/CEBPB/HSP90AB1/ITGB8/WNT7B/SPP1/CYP27B1/ASCL2/STC2/DCAF13/BMP5/PLCD3/E2F7/PDGFB/BMP7/CSF2/PTGS2/PHLDA2/VASH2/CCNF/HSD17B2/STOX2/HAND1/PTN/CITED1/MME/NODAL/PLAC1/GJB5/FGFR2/GJB3/LEP/ELF5",39
"GO:0072028","GO:0072028","nephron morphogenesis","25/1935","80/18860",0.3125,3.04586563307494,6.20025830600871,2.17240180230615e-07,2.77826052717153e-05,2.22829986037719e-05,"KIF26B/TACSTD2/SIX4/SOX9/SIX1/MYC/VEGFA/BMP2/AGT/BCL2/HES5/TCF21/WT1/BMP7/SHH/WNT11/FGF1/CITED1/IRX3/SALL1/IRX2/ADAMTS16/FOXD1/TMEM59L/WNT1",25
"GO:0046883","GO:0046883","regulation of hormone secretion","56/1935","272/18860",0.205882352941176,2.00668794649643,5.65455542123156,2.81223101987915e-07,3.49837929188609e-05,2.80587008000741e-05,"INHBA/IL11/OSM/PDX1/SOX11/IL1B/F2RL2/SOX4/APLN/IL6/ADCY5/TFR2/CCL5/SPP1/CRHBP/NMU/BLK/HCAR2/NNAT/AGT/VSNL1/NMB/KCNK9/ADRA2A/FFAR2/PRKCB/P2RY1/BMP6/EDN3/INHBB/PLCB1/KISS1/ADIPOQ/RASL10B/ABCA12/NR1H4/UCN3/ABCC8/GCG/DRD2/GPER1/BRSK2/CYP19A1/TNFSF11/GPLD1/EPHA5/MLXIPL/FFAR3/ECRG4/FFAR1/ADRA2C/GAL/GALR1/GRP/LEP/SLC30A8",56
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","40/1935","168/18860",0.238095238095238,2.32065952996186,5.81370646716057,2.85706041213981e-07,3.49837929188609e-05,2.80587008000741e-05,"CELSR3/CDH11/ROBO2/DSG3/CDH3/DSG4/PCDH17/CDH23/PCDHGA1/PTK7/CDH6/PCDHB9/PCDHB14/CELSR1/DSC3/PCDH11X/PCDH11Y/PCDH19/DSG1/CNTN4/NECTIN4/PCDHGB4/CDH8/PCDHB10/MYPN/PCDHB16/PCDH9/PCDHA3/CDHR2/CEACAM1/CDH16/CDHR5/PCDHA1/CDH22/PCDHGB5/PCDHB8/CDH19/PCDHA13/CNTN2/DCHS2",40
"GO:0072078","GO:0072078","nephron tubule morphogenesis","24/1935","76/18860",0.31578947368421,3.07792737658099,6.13731759107355,3.03830336702398e-07,3.64279914108813e-05,2.92170181236846e-05,"KIF26B/TACSTD2/SIX4/SOX9/SIX1/MYC/VEGFA/BMP2/AGT/BCL2/HES5/TCF21/WT1/SHH/WNT11/FGF1/CITED1/IRX3/SALL1/IRX2/ADAMTS16/FOXD1/TMEM59L/WNT1",24
"GO:0009914","GO:0009914","hormone transport","66/1935","343/18860",0.192419825072886,1.87547178339774,5.5327287172512,3.5447208047355e-07,4.16323841454139e-05,3.33911938319338e-05,"INHBA/IL11/SLCO4A1/OSM/PDX1/ILDR2/SOX11/IL1B/F2RL2/SOX4/APLN/IL6/ADCY5/TFR2/CCL5/SPP1/SLC17A4/CRHBP/NMU/BLK/HCAR2/NNAT/SLC7A5/AGT/VSNL1/NMB/KCNK9/ADRA2A/TRPV6/FFAR2/PRKCB/P2RY1/BMP6/GPR119/EDN3/INHBB/IL1RN/PLCB1/KISS1/ADIPOQ/RASL10B/ABCA12/NR1H4/UCN3/ABCC8/GCG/DRD2/GPER1/TRPV4/BRSK2/CYP19A1/FOXD1/SERPINA7/TNFSF11/GPLD1/EPHA5/MLXIPL/FFAR3/ECRG4/FFAR1/ADRA2C/GAL/GALR1/GRP/LEP/SLC30A8",66
"GO:0015711","GO:0015711","organic anion transport","83/1935","466/18860",0.178111587982833,1.7360126870058,5.43970870634911,3.75352742575479e-07,4.32031006704376e-05,3.46509847619679e-05,"BEST4/SLC6A6/SLC11A1/SLCO4A1/ABCG2/TTYH3/F2R/IL1B/SLC39A10/SLC36A1/SLC7A1/ABCC2/NTSR1/SLC7A11/SLC27A6/G6PC1/SLC35D3/SLC17A8/ABCB11/SLC26A2/SLC17A4/SLC6A20/SLC4A11/SLC2A5/SLC47A1/SLC22A3/SLC7A5/SLC23A1/LRRC8E/SLC13A3/NMB/SLC38A5/SLC22A4/SLC2A1/SLC5A6/PTGS2/SLC51B/SLC1A1/SLCO5A1/PLA2G2D/SLC17A7/ABCD2/FOLR2/SLC26A3/SLC4A4/FABP1/FABP6/CA4/SLC7A5P1/ERFE/AVPR1B/PIANP/CLDN2/SLC39A12/ATP1A2/NR1H4/ABCC8/DRD2/FABP4/SLC6A14/CEACAM1/FABP2/SLC16A9/CRABP2/SLC5A8/FOLR1/SLC10A2/TNFSF11/AKR1C4/RGS4/SLC17A9/SLC22A2/KCNK2/SLC1A7/CALHM1/SLCO1A2/CRABP1/SLC3A1/SLC52A1/SLC51A/SLC10A1/RBP1/LEP",83
"GO:0060562","GO:0060562","epithelial tube morphogenesis","66/1935","344/18860",0.191860465116279,1.87001983053903,5.50643178158284,3.95548495893948e-07,4.46349332131308e-05,3.5799383993704e-05,"CTHRC1/KIF26B/ADAMTS12/WNT2/EDNRA/MMP14/PODXL/WNT5A/TNC/TACSTD2/SALL4/MSX2/MTHFD1L/SIX4/LGR5/MET/LEF1/COL4A1/PTK7/SOX9/SIX1/MYC/TWIST1/VEGFA/BMP2/CELSR1/BMP5/AGT/BCL2/NOTCH4/HES5/TCF21/WT1/BMP7/LAMA1/GDF7/GRHL3/TBX20/GBX2/SHH/RSPO2/AREG/WNT11/NTN1/FGF1/HAND1/SLC39A12/ESR1/CITED1/IRX3/SALL1/IRX2/LCN2/MESP1/ADAMTS16/FOLR1/RYR2/NODAL/FOXD1/HHIP/TGFB2/FGFR2/CAV3/FOXC2/TMEM59L/WNT1",66
"GO:0032963","GO:0032963","collagen metabolic process","31/1935","116/18860",0.267241379310345,2.60474026552615,5.86189564808033,4.20885565125835e-07,4.65807005249843e-05,3.73599838679512e-05,"MMP1/INHBA/FAP/MMP3/COL1A1/MMP11/COL1A2/MMP14/PRSS2/F2R/KLK6/MMP13/RUNX1/MMP10/COL5A1/ADAMTS2/IL6/IL6R/SERPINH1/MMP7/ITGA2/MMP8/SERPINB7/MMP12/CTSK/MMP2/MMP9/TMPRSS6/MMP20/MMP16/MMP28",31
"GO:0042060","GO:0042060","wound healing","81/1935","453/18860",0.178807947019868,1.7427999383952,5.41084296814841,4.39085784354699e-07,4.76780884709677e-05,3.8240142291864e-05,"FAP/PDPN/SLC11A1/PLAU/ANGPT2/TNFRSF12A/ODAM/IL1A/COMP/F2R/WNT5A/COL3A1/CCN4/MSX2/F2RL2/COL5A1/CNN2/CARMIL2/IL6/IL6R/KRT6A/AJUBA/ITGA2/CD44/SLC7A11/PTK7/PLCG2/GPR4/VEGFA/MMP12/FKBP10/F7/NOS3/SERPINE1/ADRA2A/TMEM97/TAFA5/P2RY12/SERPINE2/TFPI2/PDGFB/P2RX1/F5/TIMP1/TMEFF2/GRHL3/SCUBE1/P2RY1/SERPINA10/CLDN1/SHH/FERMT1/TYRO3/F13A1/REG3A/HBB/FGF1/VWF/GZMB/SELP/ANGPTL1/ANGPTL6/EREG/SMOC2/ADTRP/PF4/KNG1/CEACAM1/PRSS56/SERPIND1/DGKI/TRIM72/C4BPB/DUOX2/TGFB2/FN1/ADRA2C/CAV3/ITGA5/FOXC2/REG3G",81
"GO:0003018","GO:0003018","vascular process in circulatory system","57/1935","283/18860",0.201413427561837,1.96313035856137,5.51983347369048,4.72969845879862e-07,4.9990973407275e-05,4.00951883288492e-05,"SLC6A6/ABCG2/EDNRA/COMP/C2CD4A/F2R/HTR1D/APLN/SLC22A5/SLC7A1/ABCC2/FLVCR2/UTS2B/GPR4/PTP4A3/SLC6A20/SLC22A3/VEGFA/SLC7A5/ATP1B2/AGT/SLC13A3/NOS3/SLC38A5/HTR7/SLC2A1/PDE2A/MMP2/ADRA2A/SLC5A6/P2RX1/SLC1A1/C2CD4B/SLC4A4/P2RY1/BMP6/OXTR/HBB/AVPR1B/EDN3/ADRA1A/ATP1A2/CPS1/ABCC8/ADRB1/EDN2/GPER1/KNG1/CEACAM1/TRPV4/SLC29A1/SLC22A2/SCNN1B/ADRA2C/SH3GL2/FOXC2/LEP",57
"GO:0008217","GO:0008217","regulation of blood pressure","45/1935","203/18860",0.221674876847291,2.1606140451369,5.62147665307883,4.77759085560404e-07,4.9990973407275e-05,4.00951883288492e-05,"EDNRA/COL1A2/ANPEP/CORIN/F2R/APLN/SGK1/NTSR1/UTS2B/NMU/IER3/SLC2A5/AGT/NOS3/CYP4F12/POSTN/PDGFB/TNNI3/P2RX1/PTGS2/PCSK5/GUCA2B/NPY/OXTR/HBB/AVPR1B/EDN3/P2RX2/ADIPOQ/RASL10B/ADRA1A/ATP1A2/HSD11B2/DRD2/ADRB1/EDN2/MME/ADAMTS16/CORO2B/GCGR/SCNN1G/SCNN1B/FFAR3/KLK2/LEP",45
"GO:0009636","GO:0009636","response to toxic substance","55/1935","270/18860",0.203703703703704,1.98545315341181,5.514595308467,5.12477656632431e-07,5.25438502542982e-05,4.21427195326897e-05,"SLC11A1/AQP9/ABCG2/EDNRA/GPX8/EPHX2/SLC22A5/CCL5/SLC7A11/S100A9/SLC30A10/SLC47A1/SLC22A3/OPRD1/SLC23A1/HBA2/BCL2/NOS3/PXDN/DHRS2/LPO/NXN/CP/PTPN13/BMP7/PTGS2/TRPM6/AQP8/GSTM2/CDK1/AKR1B10/FABP1/MT2A/NHERF4/CLDN1/UGT1A10/MT1E/CCNB1/HBB/INHBB/MT1M/MT1X/CPS1/MIR186/PDZK1/DRD2/LCN2/SLC6A14/HBA1/MT1F/GPX3/SLC22A2/DUOX2/UGT1A7/MT1H",55
"GO:0072088","GO:0072088","nephron epithelium morphogenesis","24/1935","78/18860",0.307692307692308,2.99900616179686,5.98171878983371,5.2041693562033e-07,5.25438502542982e-05,4.21427195326897e-05,"KIF26B/TACSTD2/SIX4/SOX9/SIX1/MYC/VEGFA/BMP2/AGT/BCL2/HES5/TCF21/WT1/SHH/WNT11/FGF1/CITED1/IRX3/SALL1/IRX2/ADAMTS16/FOXD1/TMEM59L/WNT1",24
"GO:0007200","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","36/1935","147/18860",0.244897959183673,2.38696408796077,5.70804845399098,5.33994383369182e-07,5.29851323498214e-05,4.24966492027924e-05,"EDNRA/PTH1R/F2R/WNT5A/FPR1/FPR2/SELE/BICD1/HOMER1/GPR4/PLCE1/VEGFA/OPRD1/CXCR2/AGT/P2RY4/ADRA2A/PLCB4/P2RY12/FFAR2/PRKCB/P2RY1/OXGR1/AVPR1B/GNG13/PLCB1/ESR1/ADRA1A/IL2/GPR143/DRD2/GRPR/GAP43/DGKI/FFAR1/GRP",36
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","71/1935","385/18860",0.184415584415584,1.79745629047955,5.34540364748723,6.93227889941493e-07,6.76190933324286e-05,5.42337965636654e-05,"SLC39A10/STAP1/RIPK2/PLCL2/FPR1/FPR2/THY1/APPL2/TRGC1/FCGR3B/PLCG2/PLPP4/IRAK2/KLHL6/CD79A/BLK/FCAR/LILRA4/CD3E/TRAT1/BCL2/FCGR3A/CD160/FCGR1A/CR2/CD79B/FOXP3/TRGC2/CD19/ZAP70/IGHA2/IGHG1/CD22/FCMR/CD8A/CD3G/BTLA/IGLC3/IGKC/FFAR2/HHLA2/CD8B/PRKCB/MS4A1/FCRL3/KIT/KLRC1/FCER2/IGHA1/THEMIS/IGLC7/CD200R1/LAX1/IGHG3/FCN3/CLEC4E/BTNL8/KLRC4/BANK1/KLRC3/CEACAM1/KLRC2/IGLC6/GPLD1/BMX/IGHG4/TNIP3/BTNL3/CLEC4D/IGHM/IGHD",71
"GO:0042886","GO:0042886","amide transport","64/1935","338/18860",0.189349112426035,1.84554225341345,5.30377633857596,9.51202343280746e-07,9.12361580930115e-05,7.31758293909837e-05,"AQP9/ABCG2/PDX1/ILDR2/IL1B/F2RL2/SOX4/APLN/IL6/MMP7/ADCY5/TFR2/CCL5/SLC7A11/CRHBP/NMU/SLC14A1/BLK/NNAT/S100A8/VSNL1/SLC13A3/SLC38A5/ADRA2A/SLC5A6/AQP8/CA2/ABCD2/FOLR2/FFAR2/PRKCB/CWH43/CLEC4M/GPR119/EDN3/INHBB/IL1RN/PLCB1/RASL10B/ABCA12/NR1H4/UCN3/ABCC8/GCG/DRD2/GPER1/ABCA13/TRPV4/TRPV1/BRSK2/FOLR1/TNFSF11/GPLD1/POU3F3/EPHA5/MLXIPL/FFAR3/ECRG4/FFAR1/ADRA2C/GAL/GRP/LEP/SLC30A8",64
"GO:0001503","GO:0001503","ossification","80/1935","455/18860",0.175824175824176,1.71371780674106,5.21074470539714,1.03463457925279e-06,9.62118844896729e-05,7.71666035917903e-05,"CTHRC1/ADAMTS12/COL1A1/STC1/COL1A2/PTH1R/CDH11/MMP14/COMP/VCAN/IBSP/ITGA11/WNT5A/SOX11/TNC/MMP13/CCN4/RUNX1/IARS1/CLEC3B/TNFAIP6/MSX2/CHRDL2/IL6/TP53INP2/SNAI1/CLEC5A/IL6R/IFITM1/LEF1/CEBPB/TFAP2A/SOX9/WNT7B/SPP1/CYP27B1/TMT1A/TWIST1/PDLIM7/FGF18/LOX/DDX21/VEGFA/BMP2/BMP5/BCL2/CYP24A1/FIGNL1/MMP2/GDPD2/BMP7/FZD9/RYR1/SHH/RSPO2/AREG/WNT11/FSTL3/BMP6/ERFE/AXIN2/IGFBP5/PTN/CITED1/IFITM5/BMP3/ADGRV1/MMP16/BGLAP/TNFSF11/WNT3/GPLD1/DKK1/FGFR2/GDF5/ZBTB16/FOXC2/IGSF10/LEP/SCUBE3",80
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","46/1935","215/18860",0.213953488372093,2.08535544738898,5.41184690842785,1.03651378598779e-06,9.62118844896729e-05,7.71666035917903e-05,"SLC39A10/STAP1/RIPK2/PLCL2/THY1/TRGC1/PLCG2/KLHL6/CD79A/BLK/CD3E/TRAT1/BCL2/CD160/CD79B/FOXP3/TRGC2/CD19/ZAP70/IGHA2/IGHG1/CD22/FCMR/CD8A/CD3G/IGLC3/IGKC/HHLA2/CD8B/PRKCB/MS4A1/FCRL3/IGHA1/THEMIS/IGLC7/LAX1/IGHG3/BTNL8/BANK1/CEACAM1/IGLC6/BMX/IGHG4/BTNL3/IGHM/IGHD",46
"GO:0072073","GO:0072073","kidney epithelium development","36/1935","151/18860",0.23841059602649,2.32373325119359,5.52203481666841,1.06664808313685e-06,9.74374558484537e-05,7.81495713375956e-05,"KIF26B/EDNRA/ROBO2/PODXL/ACAT1/TACSTD2/SIX4/SOX9/SIX1/WNT7B/MYC/VEGFA/BMP2/AGT/BCL2/HEYL/HES5/TCF21/WT1/BMP7/CALB1/SHH/WNT11/FGF1/ADIPOQ/CITED1/IRX3/SALL1/IRX2/ADAMTS16/FOXD1/POU3F3/FGFR2/FOXC2/TMEM59L/WNT1",36
"GO:0001656","GO:0001656","metanephros development","26/1935","92/18860",0.282608695652174,2.75452196382429,5.70399586227825,1.1115538006294e-06,9.99530019159718e-05,8.01671614434197e-05,"KIF26B/ROBO2/ACAT1/SIX4/PDGFRB/SOX9/SIX1/WNT7B/MYC/BCL2/ITGA8/HES5/TCF21/WT1/PDGFB/BMP7/CALB1/SHH/ADIPOQ/CITED1/IRX3/SALL1/IRX2/FOXD1/POU3F3/FOXC2",26
"GO:0043269","GO:0043269","regulation of monoatomic ion transport","79/1935","449/18860",0.175946547884187,1.71491053906758,5.18407954955131,1.17340304608135e-06,0.000103891300464588,8.33258681306355e-05,"CEMIP/CA7/EDNRA/DHRS7C/STC1/F2R/TESC/KCNJ15/IL16/ANK3/PDGFRB/THY1/GRIN2D/TRPV3/PRKG2/GRIN2B/CCL5/NTSR1/CACNA1C/PLPP4/CBARP/HOMER1/STC2/CXCL12/OPRD1/ATP1B2/AGT/BCL2/NOS3/CACNA1D/ADRA2A/P2RY12/SERPINE2/PDGFB/CD19/CXCL11/P2RX1/JPH1/MMP9/HOMER2/GSTM2/KCNH2/GRIN2A/FXYD5/CA2/P2RY1/PCSK9/MS4A1/FCRL3/CNTN1/LILRA5/NPSR1/EDN3/P2RX2/FXYD1/ATP1A2/LRRC55/PDZK1/ABCC8/ANK2/GCG/DRD2/GPER1/SLN/KCNE2/LCN2/RGS9/RYR2/CAMK2B/RGS4/FXYD4/FXYD3/CALHM1/CALML3/FFAR1/CAV3/JPH4/GAL/LEP",79
"GO:0031589","GO:0031589","cell-substrate adhesion","68/1935","369/18860",0.184281842818428,1.79615274188918,5.22233653734649,1.21660947260203e-06,0.000106084659315525,8.50850484427413e-05,"PDPN/COL8A1/ADAMTS12/COL1A1/PLAU/EGFL6/ANGPT2/TNFRSF12A/CDH11/MMP14/ITGA11/COL3A1/TACSTD2/TESK2/FUT1/ACTN1/AJUBA/ITGA2/THY1/LEF1/ADAMTS9/ITGBL1/GCNT2/CD44/NID2/ITGB8/ITGAL/VEGFA/HACD1/MMP12/HOXD3/CD96/ANTXR1/ITGB7/ATP1B2/CD3E/BCL2/ITGA8/SERPINE1/VWA2/POSTN/PDGFB/KIF14/VWC2/COL5A3/EDIL3/ITGAD/NPY/SPOCK1/CDKN2A/FERMT1/TYRO3/ABI3BP/EPHB3/VWF/EPHB1/MSLN/LYVE1/OLFM4/CORO2B/MELTF/VIT/NEXMIF/FAM107A/FN1/ITGA5/MSLNL/WNT1",68
